reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
Scott DeVilbiss,0,SanDisk told me I needed to send this to them to format it. It will not recognize in any of my items.,2014-06-02,189,0,0,0,0,0.0,0.0
Scott,0,I returned to order a 11.6 laptop so I could have full operations than having a Notebook. I am sure this is good quality as I have purchased San Disk numerous times.,2014-08-05,125,0,2,2,-2,0.0,0.0
Scott Kilbourn,0,"Fortunately I got this as a lightning deal, so it wasn't that expensive.  I purchased it in October, but didn't start using it on my Samsung Galaxy S3 until January.  It was fine, until it wasn't.  It chose to die today.  Just a little more than four months after I started using it.  I checked my phone this morning and it told me that the SD card had been unmounted.  I did not think much of it.  But when I rebooted my phone and was still unable to find the card, I began to be concerned.  When I got home from work, I put a different card in, and it worked fine.  I tried to check the card on my computer, and it couldn't be seen.  So the problem is definitely a card.  Unfortunately, I lost most of the pictures I've taken since getting this phone.  I know that I probably should have backed them up, but I really didn't expect the card to fail so quickly.  Perhaps if I'd read all of the one start posts before buying, I would have.  Oh well, back to my 16GB Amazon Class 10 card until I can get a different one.I'm not even going to bother with a warranty claim.  I don't need another card that will fail after four months.",2013-09-04,460,0,0,0,0,0.0,0.0
"Scott Sanchez ""Scott""",0,"I used this product with my Dell Venue 8 Pro.  After a couple months of use, it stopped letting me add new files or delete old ones.I tried reformatting and wiping the disk, but nothing worked.  Since the vast majority of the reviews appear to be positive, I assume I just got a bad one.",2014-12-06,2,0,0,0,0,0.0,0.0
S. Drake,1,"I have 4 of these in use in different devices.  I have had no issues with any of these cards, they're all still working great.",2014-05-17,205,0,0,0,0,0.0,0.0
Seamaster GMT,1,"Fast card, reliable performance.  Got this card for my Galaxy S3, no compatibility issues.  Would buy again for in a heart beat.",2013-08-13,482,1,0,1,1,1.0,0.2065493143772374
seannybboi,0,"im using this card on my galaxy note 2 but it's slow, and phone constantly unable to read the card",2013-02-13,663,0,0,0,0,0.0,0.0
Sean P,1,The card works with a Galaxy Note 2.  Install was simple.There are some minor drawbacks I was unaware of when using card storage on my phone.I do notice an initial lag when first accessing the card.Transferring existing items onto card storage is not that simple.Not all items can be moved to card storage.,2013-04-28,589,0,0,0,0,0.0,0.0
Sebastian,1,"This card is great. Ive noticed slight improvement in every aspect of my phone. So much space! Very pleased. Came on time. Brand new. Easy to open thanks to Amazon. And it mentions on the tiny booklet that this thing is temperature resistant. Thats a big plus since overuse of smartphones tend to heat em up pretty good. Being from Texas, the heat out here only makes em hotter. And my last SD seems to have fried. Well this is a good buy. If i need another i'd definitly buy again. Maybe the black and gold one. It only available in 16GB but its super fast.",2013-06-11,545,0,0,0,0,0.0,0.0
Semore Blues,1,Good SD card and works fine with adapter.  Satisfied with purchase of this product.  Can fill it quickly though with HD video.,2013-08-31,464,0,0,0,0,0.0,0.0
"Sergio Mejia Gtz ""Checolin""",1,So far haven't got any issues. I'm using it to record video with my GoPro and it works fine. I'm also considering buying another one for my cellphone :-),2013-06-13,543,0,0,0,0,0.0,0.0
Sergio P.,1,"Reliable, no comments, it is a well know brand. I use it for my dash cam, the problem I have is with the dash cam (cheap Chinese).",2014-02-14,297,0,0,0,0,0.0,0.0
setzco,1,"the first 2 I bought both had multiple problems with not being recognized, this one so far has had no problems.",2013-04-04,613,0,0,0,0,0.0,0.0
ShadowsTeardrop,1,I have found this chip works well even in conditions that aren't ideal. I bought a 16gb galaxy s 3 and tried this chip but the phone has a flaw with the 32gb Microsoft chips so it worked for a month then would randomly eject the card when I didn't do anything.,2013-01-01,706,0,0,0,0,0.0,0.0
Shahryar Mozumder,1,"SANDISK is now processing my RMA.  It was used in my Galaxy Note 2.  Its been over a week since I mailed it out. Fortunately they paid for shipping, but while it was working, it was awesome.. 64 gigabytes of class 10 accessible data, at the hands of your finger tips, literally MICRO SD sized.  wow, how technology has improved.",2013-08-06,489,0,0,0,0,0.0,0.0
shamil,1,"It's an sd card, this one's fast. The read and write speeds are pretty equal on this one. Approaching 20mbits per second for read and write. I installed linux to this drive for my cubieboard. Yeah, read and write speed would definitely be an ultimate determiner of over all system performance with this credit card sized computer.Sandisk makes nice stuff don't they?",2013-12-23,350,0,0,0,0,0.0,0.0
"Shane Virji ""Shane""",0,"Got the SDSDQU-064G-AFFP-A on December 28, 2012, died on May 20, 2013Could not write to it or change any data, no matter what device i used. Even after format (Full & Quick using disk manager & EaseUS Partition Master 9.1.1 Home Edition, connected in a device or adaptor or usb adaptor) when disconnected and reconnected no change. Dropbox saved my data luckily (Had it syncing using Dropsync Pro).Was using it with Samsung Galaxy Note 2 T889 for the whole time, never was removed.",2013-05-22,565,0,0,0,0,0.0,0.0
"Shannon OHare ""~Shannon~""",0,"I bought this to because I wanted to upload music to the disk for my off the computer listening, this does not support music files so I have no need for this. I've tried hooking it up with the Flash card it came with, I've tried putting it in my phone and hooking my  phone to the computer, I've tried through my mp3 player...nothing. I can't even get Windows Media to recognize the flashcard. If you're looking for more storage for portable music don't buy this.",2014-06-28,163,0,1,1,-1,0.0,0.0
"Sharon M. Allen ""Sherrie A""",0,"I haven't figured out yet if I'm a dummy or if I have a defective card.  I don't know if the card is bad since I can't even get the card to stay in my Samsung Galaxy S4.8.  The little card will go in (the larger one won't) but it won't stay in.  If I put pressure on it the Samsung says .. preparing SD card but as soon as I release pressure the Samsung says .... card removed.This card came from a source outside of Amazon and took way to long to get here.  It arrived in a white envelope with NO instructions.  I'm very upset about this purchase as I've never had a problem before with either SanDisk or Amazon.  I'll try to find someone with more experience than me to give this a try before I return it.  I would have expected this to come in a package from SanDisk, like other SanDisk products I've bought in big box stores or from Amazon but it did not.",2014-07-06,155,0,2,2,-2,0.0,0.0
Shaun Kanak,1,The SD slot on my laptop recognized this card immediately.  When I put it in my Droid Razr Maxx it recognized the proper amount but the phone required a reformat.Since install my phone has had some instability but I haven't had enough time to troubleshoot to determine whether or not it is due to the card.  Motorola says the phone can handle 32gig cards.  Some users have reported the 64gig works fine. Other users have reported problems with the 64gig card. Other than the phone instability the storage on the card seems to be working fine for now.,2013-12-02,371,0,0,0,0,0.0,0.0
"shawn911 ""shawn911""",1,Good item came well packaged and been working fine so far only thing is it will not connected when using the adapter when connecting it to My PC.,2014-02-04,307,0,0,0,0,0.0,0.0
Shawn Fallin,1,"i bought this for only one use, to put in my samsung galaxy s3. i popped in the card, mounted and formatted in settings, and it works like a charm in the phone. HOWEVER(it's in caps pay attention!), when i took it out of the phone and put the microSD into the SD adapter and plugged into the sd card slot on the front of my pc(win7 x64) it asked to format the card(was already formatted by phone so was confused) so i hit ok, no biggie, it was empty anyways. windows did its thing and when it was &#34;ready to use&#34; it said the card was only 1MB(it showed 59.47GB in the phone). so my troubleshooting section of mind kicked in and i removed the card, and i just so happen to have a microSD slot in my computer's frontal bay and it wouldn't even show it was connected in windows explorer. so i took it out and put in another microsd card, voila it read, switched them out again, and nothing. so i decided to pull up my paragon hard disk utility, and it showed the same thing as windows, regardless how i tried formatting it. i gave up and put it back in the phone and mounted it.my s3 said it neded to be formatted. so i formatted it in the phone again and it showed just like it did the first time, 59.47GB. i then proceeded to install samsung kies and got my phone hooked up to my pc via usb cable, i opened the phone in windows explorer and right there it shows the phone memory at ~16gb and the sd card at 59.47 gb....i'm not quite sure what's going on with that, because the sd slots in my pc read my other cards just fine. but anyway i guess if you plan on using it in your phone or possibly other device exclusively because i can use it like a charm while it's in my phone, otherwise it seems pretty useless. so i guess just depends on what you're using it for. on a side not, be careful when you open the plastic package that contains the micro sd and sd adapter, be sure to open it over a large clear area, i opened it up the the living room with black tile floor and had to get a flashlight to find it when it jumped out on the holder(it just sets in the little plastic holder so even the slightest shake will send it flying when opening) i'm giving it 3/5 on here, but 5/5 if you're getting it for a phone, galaxy s3 at least because it works fine in mine",2012-06-12,909,0,0,0,0,0.0,0.0
Shopper,1,"I own a first generation Microsoft Surface Pro 128, and it has been a good machine but I was really finding it challenging working within the constraint of 128GB of storage space. I had a 64GB Class 10 SDXC card, which worked well but was not going to fit the VMWare virtual machine I wanted to run off the SD storage. The Virtual Machine increases in size with regular use, and the operating system I was running is recommended for at least 40GB of max storage to operate properly.  Combined with the files I needed to store, and 64GB memory chip was no longer sufficient.The SanDisk Ultra 128GB MicroSDXC Class 10 Memory Card was able to handle that with ease, however I have found that the virtual machine ran noticeably faster off the 64GB chip than this one. I've actually ordered a second of these to see if I might have just received a flawed chip. If the replacement chip offers improvement I will revise this review. It provides its main selling point, more storage at a relatively low cost, so far has run reliably in my tablet computer.If storage space is a significant issue for your device and the memory can make use of 128GB SDXC, then I would recommend product.",2014-05-15,207,0,0,0,0,0.0,0.0
Short One,1,"The card works well. Purchased 64 GB to use in my phone as that will store a lot of pix and tunes! Ah, but the phone does not recognize the 64, and I can only use about half the memory.",2014-09-04,95,0,0,0,0,0.0,0.0
Sid L. Brail,1,Good card for the price.  Lots of room for music  Plays in the Sansa MP3 without any difficulty or trouble,2013-09-15,449,0,0,0,0,0.0,0.0
Simon Kim,1,"While the class 10 speed is excellent (it's amazing when files will initially transfer at 200MB/s before settling down to ~19), you do need to use a reader with proper SDXC support, and manually format the card in a good partitioning program, like minitools or easeus. That alone should disqualify it from 5 stars, for lack of user-friendliness. But if it weren't for that, the fast, roomy card is a wonder to own.",2013-12-02,371,0,0,0,0,0.0,0.0
Sir Buck,0,06.NOV.2012 - Bought the card.12.JAN.2014 - Card failed.It cannot be formatted or used in any way.It lasted 14 months and most of that time I was not even using it.,2014-01-13,329,0,1,1,-1,0.0,0.0
S. Jeffries,1,I have this installed in my BlackBerry Z10. I have the camera on my phone set to store directly to this little card. It's really a great feeling to take photos all day long and not worry about filling the card up. I really recommend it if you have a phone that allows for external memory expansion. Sorry iPhone users.,2014-04-16,236,0,0,0,0,0.0,0.0
SkincareCEO,0,"NOTE:  please read the last update (scroll to the bottom) - I'm leaving this review as 1 star as it appears to help others who purchased and had a similar experience.I give SanDisk 5 stars for customer service and 1 star for the product (for those manufactured in the past)  For those newly manufactured products that contain the software ROM fix, I'd give the product 5 stars.To all those who purchased this card due to all the great reviews.... and then used it in a Galaxy S4 (GS4) smartphone for storage, the solution to the problem is not one you can solve without returning the card to SanDisk for a replacement under warranty.  Believe me I tried everything that the Google searches returned as solutions... formatting as exFAT, formatting in the GS4 then copying data to the card while in the phone etc.... nothing worked... and so now please stop pulling out your hair and hopefully you will get the same result which I hope to get soon (just RMA'd and will send it back tomorrow for a free replacement under warranty).The problem (As confirmed from the SanDisk customer support rep when I asked specifically asked him):- When used in the GS4, this card will unmount itself inadvertently (may be true only for cards manufactured before the ROM patch described below was implemented in manufacturing).  This can cause the data to become corrupt (luckily was not my experience) and / or can be very frustrating as most of us are saving 13 MP camera pictures to the card (or MP4 movies that stop in the middle of the movie) and it unmounts when you view the picture in the gallery or worse, right when you take the picture (this was the issue I experienced).- SanDisk knows about this issue.  Again, SANDISK KNOWS ABOUT THE ISSUE AND WILL REPLACE YOUR CARD. Call them (info below) and they WILL take care of it under warranty.  They have a good name for a reason and they want to keep it. (sorry SanDisk about the 1 star, but I thought it was the way to get the message out to those searching for a solution)- The customer rep told me that SanDisk tried to work with Samsung to resolve the issue but Samsung refused to acknowledge a problem exists with this card and some of their phones (especially their flagship GS4 phones).- The customer rep told me that to their knowledge the card works fine in regular cameras (not Samsung GS4 phones with cameras, obviously) and even worked fine in some phones from HTC etc. that could accommodate the 64 GB cards. Hence the 5 star ratings from others.- The solution SanDisk came up with was to write a patch into the ROM of the card itself to specifically address the issue on Samsung GS4 phones (and maybe other Samsung phones like the GS3).  I was assured that the new card I would get would work flawlessly. will see in about 3 weeks.- I purchased my card from Amazon June 2013, so the ones currently being manufactured and the one I should get will have the new patch.  However, as SanDisk manufactures in batches (like most of the industry), old batches of ""unpatched"" cards obviously exist in warehouses.- I asked about a software patch I could download and was told it's not possible... hence the ""hard coded patch"" in the card's ROMSo... how to take care of the problem....After speaking with the SanDisk US customer support (link and info below), this is what I learned and did.Go to the SanDisk site1) [...]2) call consumer products support (this is the US no.) 1-866-SANDISK (726-3475)3) Tell them that the card is unmounting itself in your GS4 (I assume this is also a problem experienced by GS3 owners too)4) They will then confirm your information, approve your return (10-15 min approval window by mine was basically instantaneously), and then send you emails with a UPS return label and instructions.5) BTW, they also asked if I had a magnifying glass to ID the serial no. on the card, but I didn't and couldn't read it myself (those numbers are super small printed into the plastic... don't believe me?  take a look yourself.)  I told the rep I couldn't read them and he said no problem, they would process without the serial no.  I assume this is because they send you a new replacement card only when they receive your card you send in.  Makes sense.Well, that's it.  Problem (hopefully) solved.  Let's see in 2-3 weeks.  The rep was super nice about it and seemed like they were all too familiar with the problem.  KUDOS TO SANDISK FOR TAKING CARE OF IT... however, it would be nice if there was some type of communication / notice of the issue besides Google info sources, forums etc.  I spent hours, maybe a couple of days total hours worth, thinking it was an issue with my phone / my data transfer.  oh well, that's how it goes.I really hope that this review helps some of you out there with the same problem as me.  GOOD LUCK!!(btw, I'd give the card 5 stars if this problem was solved in the patched ROM of newer cards as the data transfer speeds are awesome on the card (tested transferring data via a card reader hooked to my computer)... if the data transfer / remaining mounted in the GS4 issue never existed (pre-patch of ROM, of course))UPDATE: 08/17/2013 - All went well with the return of the SanDisk Storage card.  UPS shipping took about 2 days from when I sent it, SanDisk verified the warranty claim 1 day later and 5 hours later that same day, my replacement card had been shipped. waiting on the new card now, but expect to test it out very soon (early next week).  will update the post after testing out the new card.  Just as a reference, I've been using a 32GB Micro SD HC SanDisk card in the GS4 since having shipped the 64GB card.  Obviously it's a different card and not the Micro SD XC kind. Other than a bit slower access speeds to the card, absolutely zero problems.... well if you don't count that it's basically filled up, hence why the 64GB option is great on the GS4. So it proves the point on the problem with the early build Micro SD XC 64GB cards.I'm happy to see that my review has helped some others out there.  Good luck to you in your warranty claim. my experience with SanDisk customer support has been excellent so far.Update: 08/21/2013 - Received the new replacement SanDisk Storage card just a few days ago (shipping back to me once they agreed it was defective was a very short time window).  Have had it running in the Galaxy S4 for a few days now without any jumps, stutters or card unloading in the middle of picture or video taking.  Card seems to work flawlessly as the SanDisk Rep mentioned it would. One would think it's such a short time to test after a few days of use, but if this were not fixed already it would have dismounted in the first 45 minutes... that's how often and how fast it was occurring. so it would seem the problem is solved. The new SD card makes the phone even more responsive when moving between pictures in the gallery and performing other tasks like copying files to the card.  Thanks SanDisk!  Unless I update this review by next week, you will know that the problem has been fixed.Good luck to those with similar problems as we now know how to get it fixed thanks to SanDisks great responsive customer service.Update: 08/31/2013 - This is the last update to this review just to ""close the loop"".  The new replacement card from SanDisk has been running flawlessly for about 2 weeks now.  I have not experienced any of the initial problems.  SanDisk really did fix the issues in the new batch of cards.Update: 12/09/2013 - The card has been running in my GS4 flawlessly since replacing it around Aug 21st.  Pretty good track record so far (~ 3.5 months) so it appears to be fixed with the newly manufactured (replacement) cards.For those that have left comments that I should change the rating upwards now that the issue is fixed (see my addition at the beginning of this review)... When searching for a solution to a problem with a purchased product, most people start at the 1 star reviews to see what others have experienced.  This is especially true for products with a lot of reviews (this is what I did in the beginning with this product).  Therefore I think leaving it at 1 star and adding the comments at the beginning should clarify the review.Thanks to review commenter ""Da Shocker"" for his input.  I think he sums it up very well when it comes to the value of files stored on media like this:""One more thing.. to those not happy with the one star rating by this person go ahead buy one. Take tons of pics vids and save some music on there then when the card crashes come back and give it a five star. A card cost $50-$100 pictures from a vacation or family event are priceless.. """,2013-05-08,579,1568,126,1694,1442,0.9256198347107438,0.9121388936795274
Skywalker,1,"Never had a problem with any sd cards prior, and always had a good track record with sandisk products.Card was working great at first, used exclusively in my Samsung galaxy S3. Enjoyed the extra space(got the 32gb card) and transfers were pretty quick. I started to see (about a month ago) that the phone would randomly give me ""sd card unexpectedly removed"" error maybe once a week. The last 2 weeks, I also started seeing (frequently) ""sd card safe to remove"" randomly pop up at least once a day as well as the ""unexpected"" removal error every few days. Today the card stopped reading all together.The card was first inserted w/ the phone off, when I bought it. Although I never formatted it, it worked properly. I also never removed the card from the phone in order to possibly corrupt it from improper removal, so the card just seems to have died of it's own accord. I never thought to check it's temperature after transferring large files so I'm not sure if I had the same issue as another reviewer.Contacted Sandisk, waiting for reply. If they replace the card and it works well, I will revise this review.UPDATE: 2-28-13got a replacement card after about a week and a half, Sandisk supplied a shipping label for me which is always a plus. I've had the replacement in my S3 for 3.5 months now and still going strong. I've also used it with the adapter in my goPro. Card is working well and hopefully it continues to do so. Updated to 4 stars since I haven't had a single problem with this card (the first one started showing issues fairly soon after installing). Maybe there was just a bad batch of the card for spell there.",2012-02-11,1031,1,0,1,1,1.0,0.2065493143772374
S. Laker,0,"The 64GB card I purchased actually contains 4GB of flash memory and some kind of hack that causes it to appear as a 64GB drive in various drives and readers. Of course, this took me a while to figure out since I only just got around to copying more than 4GB of data to the card, but with some testing I have nonetheless discovered this to be the case.The card I bought was in Amazon Frustration Free packaging. I don't know if cards purchased that way are less likely to be counterfeit than retail packaged versions, but I suspect that I will stick with manufacturer packaging from now on.",2013-10-07,427,0,0,0,0,0.0,0.0
Slappy MacPhee,0,"I have purchased 2 of these cards.  I have attempted to use them in my GoPro HeroHD, Samsung Galaxy S4, Asus TF700, and in all of them they end up corrupting out of the blue with no warning.  I then have to perform a deep recovery to get the files.  I will never buy these Ultra models again.",2014-03-24,259,1,0,1,1,1.0,0.2065493143772374
SL,1,Not much to say..bought it to use with my smartphone. It works as expected and allowed me to free up my internal memory.,2014-06-19,172,1,0,1,1,1.0,0.2065493143772374
smackadoo,0,"I'm so disappointed in SanDisk. I bought this for my Galaxy S3 phone. Worked great for the first few months. Suddenly I noticed some pictures were missing. Then it kept giving me an error that the 'SD card has unexpectedly stopped working' then i tried popping out the card and popping it back in. Now it says unrecognizable files and it asks to format the mp3's I had bought and stored on the microsd card. In a pinch just to see if this would fix my issues I formatted the disc. Now I lost everything and it is still giving me issues. Read some similar issues from other customers, now I'm regretting my purchase. Save your money and headaches and buy something else!",2013-04-02,615,2,1,3,1,0.6666666666666666,0.2076596008020476
S. Meissner,1,Used primarily as a portable hard-drive (content back-up and file transfers).  Working well for this application.I have this attached to a small key-chain USB adapter and really like the compact nature of the microSD card,2013-02-09,667,0,0,0,0,0.0,0.0
S. Meyer,1,"Got this card in early January for my Samsung Tab2 10.1 tablet.  Within a couple of weeks, it was loading music files incorrectly onto the card.  I did not know what was wrong, but finally thought I would format card again to see if that would correct the problem.  Card would not quick format or format slowly.  As always, Amazon is taking care of the problem and I will have replacement card within 24 hours!  Hope the replacement is more reliable.  I am just writing it off as a fluke, as I have never had a problem with a SanDisk product in the past.2/14/13:  When I called Amazon they replaced it - to my door - within 24 hours!  Replacement works fine.  Now that is GREAT service!",2013-01-31,676,0,0,0,0,0.0,0.0
Smiley25,0,"April 2013.  I have had the card for about 4 months and seemed to work fine.  I use it to store additional files on my ultrabook as the solid state drive is small (only 128GB).  About a month ago, the card could not be recognized.  It only lasted about 2 hours, so I thought maybe just a momentary blip.  However, this weekened, it cannot be recognized at all and it has been 3 days.  Sandisk support is not available until the week, so I will update on tech support soon.  However, I did find that the SanDisk indicated there was a defect with some of these cards.  I assume they will replace it, but I have lost lots of hours and a lot of pictures... so I am really bummed and frustrated.From SanDisk: ""SanDisk has been made aware of potential product issues involving a very small percentage of its 32GB and 64GB SanDisk Mobile Ultra microSD cards. Under certain circumstances the cards may lock up and the card becomes inaccessible. The issue has been identified and a manufacturing fix has already been put in place. SanDisk stands behind its products and any customer who experiences this issue with the microSD cards cards is asked to contact the SanDisk support center for a resolution immediately."" SanDisk",2013-04-28,589,0,0,0,0,0.0,0.0
S. Misa,0,"I got this product exactly 1 month and 3 days ago. Prior to today, it was working fine. Out of nowhere, my Micro SD card can't be read anymore. I've tried several phones, and 3 different laptops (both OSX and Windows 7), and it doesn't even show up anymore. Be weary of the product. You may end up with a lemon.",2013-09-01,463,1,0,1,1,1.0,0.2065493143772374
Soldiering,1,"Comes with an SD card adapter.  Not much I can say about an SD card, but I would recommend it for the price!",2013-02-23,653,0,0,0,0,0.0,0.0
"some guy ""some guy in ny""",0,"I ordered these cards at a great price during black friday week/weekend.  I began loading some files (music, videos, pics, etc).  The first card worked without any problems.  The second card started giving me cyclic redundancy errors.  At first, I thought it was my hard drive that was failing, and tried to copy the same files to a flash drive which worked just fine.  Ok, maybe I received a dud, and tried with another card from my purchase.  Same results, cyclic redundancy error.  I started searching online, and found a utility via one of the reviews on Amazon called H2testw.  Ran the test on both cards, and it reported errors.  It also reported write speed of only 4MB/sec, which is way below advertised speeds.  These items were in retail packaging, and I remember reading about the bulk package items being fakes.  I guess the retail package cards aren't any better.I should have waited to do the refund because now I have to process the refund seperately.  I will test another card to see if I have better luck.  I wanted to leave a 1 star, but I gave 2 stars since 1 card worked so far.  I have 2 more to test.Very dissapointed because I was a fan of the Sandisk Ultra series for being reliable, but I guess they are cheaping out on quality to increase their profit.  I would have been extremely upset if I used these cards for anything important.",2012-11-30,738,1,0,1,1,1.0,0.2065493143772374
"splash ""splashjam""",1,"It's just what I needed, it works fine, and I got it around Christmas time at a great sale price.",2014-05-02,220,0,1,1,-1,0.0,0.0
"Srayven ""Rayven""",1,"Its a memory card that simply worked when I plugged it in. Not the fastest, but not the most expensive.",2013-03-25,623,0,0,0,0,0.0,0.0
SreWolfe,0,Performance and capacity were not in line with cost and expectations. These are most likely counterfeit or back door sales in my opinion. Very unsatisfied.,2013-01-09,698,0,0,0,0,0.0,0.0
SSinAZ,1,Bought this for my girlfriend.The card works very nice and is a great way to up your storage on your cell phone.this is currently in a Samsung Galaxy S4.,2014-01-18,324,0,0,0,0,0.0,0.0
Stelios J. Malamamatos,1,Another necessity for the Go-Pro's that I feel should at least come with the Go-Pro's. At least a smaller GB to get you recording right out of the box. Too afraid to purchase an off-brand in fear of it not being compatible with the camera.,2013-02-02,674,0,0,0,0,0.0,0.0
Stephen Leblanc,0,"I got this to use in my Acer Iconia W510-1422. When I went to format it it only shows it as a 27GB. I put it in one of my other computers to double check. YUP oddly 27GB. Fluke? Miss representing? Did I get a bad unit? Not going to return because packaging is gone and not interested in paying for the return. It works, it is fast, no issues, but only 27GB.",2013-04-04,613,0,0,0,0,0.0,0.0
Stephen M. Kusnit,1,Excellent product for my new Galaxy S4 phone. On-board storage has now been increased 4-fold! Would definitely recommend this product.,2013-09-26,438,0,0,0,0,0.0,0.0
"Stephen Rawlins ""EnglandGreen""",0,"I had this Sandisk 32Gb Class 10 micro SDHC card in a Pittasoft Blackvue DR500GW-HD in-car camera DVR. It worked like a champ for 2 months and then died with the dreaded ""Please format the SD card"" errors. Stuck it in my Mac Mini (2011) and it is unrecognizable. Same with Windows PC. Even the low level HP SD card formatter cannot reformat it. So in the garbage it goes. I have 2 more of these cards in my Garmin GPS devices and they continue to work (so far) but they are not being written to continually every day like the Blackvue. So a word of advice; if you need to write to these cards often - buy something else.",2013-08-13,482,0,1,1,-1,0.0,0.0
STEVE BRANK,1,Good price on this big micro SD card. Works with my Samsung Galaxy S5 great.,2014-07-13,148,0,0,0,0,0.0,0.0
Steve Cage,0,Failed after a year!,2014-07-07,154,0,1,1,-1,0.0,0.0
Steve C.,0,I am now awaiting a replacement from Sandisk because it failed after the Amazon return period.  Always had good luck with Sandisk cards until now.  Phone and PC simply stopped seeing the card.  Lost all of my data (which i fortunately had backed up elsewhere).,2014-04-25,227,0,2,2,-2,0.0,0.0
Steve,1,"shipped quickly, plug and play just like it says, and I haven't noticed any bottlenecking on my phone due to slow speeds.",2013-02-22,654,0,0,0,0,0.0,0.0
Steve,1,"The first one I received kept unmounting from my Samsung Galaxy S4.  It was a new phone so I wasn't sure if the problem was the memory card or the phone, but I sent the card back for a replacement and the second one has worked fine.  Just under 6000 songs loaded uses just over half the space.  Love that!",2013-09-23,441,0,0,0,0,0.0,0.0
"Steven Adamczyk ""Steve""",1,"The price was great.  Since this is an SDXC Class 10 card,I expected pretty decent write speeds.  I copied about 30GB of data from my computer HD to this card and it took over 8 hours.Of course, since that was a one-time thing, I didn't really mind.  It works great in my Microsoft Surface Pro.  I just cannot believe that I could find a 64GB micro SDXC card for under $50.  The sale is over, of course, and I've not been able to find them this cheap since.I would buy another one if it were comparably priced.",2013-03-29,619,0,0,0,0,0.0,0.0
Steven K,0,"I purchased this product knowing there might be an issue with the galaxy s4. This card worked for a week or two then began to spontaneously unmount and would mount itself back in. The unmount periods began to become longer than a few hours, days! I tried this card in a galaxy note 2 still with the same result. I attempted to contact Sandisk customer service and utilize the warranty. They know of the problem and began the exchange process then instructed me to wait for a mailing label that never came. I called back and was told that they would re-email it to me. To this day I am still waiting for that email. I have never had this issue with this company but with  ever changing technology, it is what it is, right? I know this card will be good for some device I have. If you own a galaxy phone beware!! I have not attempted to use this in a samsung tablet so on that I cannot review.",2014-05-24,198,0,0,0,0,0.0,0.0
Steven Richardson,0,"When i got this memory card, noticed the writr protect lever was hard to move. Instead of just sending it back I tried to meve it and the mdmory card broke on hslt.I hanve many SNdisk cards and havd had no troible with them. I guess I just got one that missed wuslity conttol on the line.Dont want to buy another but what do you do.",2012-12-23,715,0,0,0,0,0.0,0.0
Steveotech,0,"I bought this on October 9th and didn't start using it for about a week after I received it on the 11th. Well two days ago it died a quick death, I can't even format it! So after all these years of buying SanDisk products I guess I will give in and start paying a little more for Kingston it seems as though SanDisk is getting to be a cheaply built product. You would think that a product this small and inexpensive would be able to be replaced without cost within the first 90 days but that is my fault for not reading the fine print so lesson learned. Buy it right and buy it once so go with something else!",2012-05-12,940,1,1,2,0,0.5,0.0945312057342307
Steve Stove,1,It's an SD card.  No one has the tools to test whether this is a Class 10 with speeds of blah blah blah.  It works and that is all that matters.,2014-06-27,164,0,0,0,0,0.0,0.0
StevieT,1,The first unit I received had the dreaded defect where it would disconnect then reconnect which was super annoying. SanDisk has a very nice online warranty software in place and since it was a known issue they were speedy with a replacement. The new unit works perfectly and provides plenty of space. As a manufacture it was nice to be treated as I treat my customers from such a larger company.,2013-12-10,363,0,0,0,0,0.0,0.0
"stormes ""Stormes""",1,"it is good memory card, it is working fine until now. i am using it in my Galaxy S3 just for storing the pictures which i take, so i do not know if it will come up with issues later on",2013-10-23,411,0,0,0,0,0.0,0.0
S-T-R-Y-D-E-R,0,"As the title says, the card I got is defective and faulty. The issue is, the sd card always unmounts and then remounts and sometimes it will says the the sd card is corrupted and needs to be formatted, so first I tried to format it using my cellphone (xperia play) copied all my files again to the sd card and it gave me the same error tried 2 other phones (inspire 3g and Samsung Galaxy S4) still same error, then I tried to take it out and put it in my computer and manually format AND check for bad sectors and fix errors and it will not finish and says &#34;cannot continue because sd card is corrupted&#34;.  I searched google and find out the Sandisk have shipped a bad Batch of Sd cards, so i contacted the company and demanded for a return because its past due to return it through amazon, got RMA'ed and already shipped it and I do not know how long will it take to for them to send me another sd card. So now I do now have any sd card to put my files because of this situations that could've avoided if Sandisk's QA Department is not slacking off. Very disappointed customer.",2014-10-03,66,1,0,1,1,1.0,0.2065493143772374
"SUDS ""SS""",1,I put this into an old Samsung table that my kids use and it seems to work well. We have some videos on this card as well as a large number of apps. I have not had any problems.,2014-01-15,327,0,0,0,0,0.0,0.0
Sujith Nair,0,"First of all I am not sure if the product i received is a CLASS 10 memory card. The reason why i say this is that the maximum write speed i get on my WINDOWS 8 system is 1.4 MB/Sec. Also i have issues with my system recognizing the card and i do frequently receive 'Disk Cannot Be Formatted' error.I am totally dissatisfied with this product considering the fact that i have a brand new laptop, Do not recommend SANDISK please check other brands.",2013-07-27,499,0,0,0,0,0.0,0.0
Supafly69,1,Works well working as designed... Fast and Furious. I'm using in my Samsung Galaxy 4S and loving it. Have music and photos on it and the access time in the photo gallery very quick.,2013-06-07,549,0,0,0,0,0.0,0.0
